number,name,position,height,weight,class,hometown
0,Kiko Stavrev,F,"6' 7""",210 lbs,FR,"Sofia, Bulgaria"
2,Juwan Williams,G/F,"6' 5""",190 lbs,FR,"Richmond, TX"
3,Jordan Dallas,F/C,"6' 10""",220 lbs,FR,"Long Beach, CA"
5,Cody John,G,"6' 3""",190 lbs,FR,"Toronto, ON"
11,Hayden Hunter,G,"5' 11""",170 lbs,SO,"North Richland Hills, TX"
15,Jeremiah Jefferson,G,"6' 2""",185 lbs,FR,"Dallas, TX"
21,Joel Bolomboy,F/C,"6' 9""",235 lbs,SR,"Fort Worth, TX"
22,Ryan Richardson,G,"6' 4""",185 lbs,SO,"Mesa, AZ"
23,Richaud Gittens,G,"6' 4""",200 lbs,JR,"Tempe, AZ"
24,McKay Cannon,G,"6' 0""",185 lbs,FR,"Shelley, ID"
25,Dusty Baker,G/F,"6' 4""",190 lbs,SO,"Rancho Santa Margarita, CA"
30,Jeremy Senglin,G,"6' 2""",195 lbs,JR,"Arlington, TX"
33,J.C. Kennedy,G,"6' 4""",175 lbs,SO,"Nampa, ID"
34,Brenden Morris,F,"6' 7""",185 lbs,FR,"Syracuse, UT"
35,Kyndahl Hill,F,"6' 7""",225 lbs,JR,"Humble, TX"
44,Zach Braxton,F/C,"6' 9""",250 lbs,FR,"Highlands Ranch, CO"
