number,name,position,height,weight,class,hometown
0,Austin Etherington,F,"6' 6""",220 lbs,SR,"Cicero, IN"
1,Tyler Lewis,G,"5' 11""",170 lbs,JR,"Statesville, NC"
4,Tyler Wideman,F,"6' 8""",245 lbs,SO,"Schererville, IN"
5,Jordan Gathers,G,"6' 3""",195 lbs,SR,"Woodland Hills, CA"
10,Trey Pettus,G,"6' 4""",200 lbs,JR,"St. Louis, MO"
11,Kethan Savage,G,"6' 3""",201 lbs,SR,"Fairfax, VA"
13,Jackson Davis,F,"6' 8""",235 lbs,SO,"Lexington, KY"
21,Roosevelt Jones,G/F,"6' 4""",225 lbs,SR,"O'Fallon, IL"
22,Sean McDermott,G/F,"6' 6""",182 lbs,FR,"Pendleton, IN"
24,Kellen Dunham,G,"6' 6""",200 lbs,SR,"Pendleton, IN"
25,Steven Bennett,G,"6' 2""",195 lbs,JR,"New Castle, IN"
30,Kelan Martin,F,"6' 6""",235 lbs,SO,"Louisville, KY"
45,Andrew Chrabascz,F,"6' 7""",235 lbs,JR,"Portsmouth, RI"
51,Nate Fowler,C,"6' 10""",240 lbs,FR,"Cincinnati, OH"
