number,name,position,height,weight,class,hometown
1,Jordan Johnson,G,"5' 9""",175 lbs,JR,"Waukegan, IL"
2,Akeem Springs,G,"6' 4""",210 lbs,JR,"Waukegan, IL"
3,Brock Stull,G,"6' 4""",180 lbs,FR,"Rockford, IL"
4,Jeremy Johnson,G,"6' 3""",175 lbs,FR,"Brooklyn Park, MN"
5,Cody Wichmann,G,"6' 5""",210 lbs,JR,"Pulaski, WI"
11,JayQuan McCloud,G,"6' 2""",175 lbs,FR,"North Chicago, IL"
13,Justin Jordan,G,"6' 3""",170 lbs,SO,"Davidson, NC"
15,Baylor Peterson,G,"6' 2""",180 lbs,FR,"Edina, MN"
20,Derek Rongstad,G/F,"6' 5""",210 lbs,FR,"Middleton, WI"
21,Dan Studer,F,"6' 7""",230 lbs,JR,"Germantown, WI"
23,J.J. Panoske,F,"6' 10""",225 lbs,SR,"Brodhead, WI"
30,J.R. Lyle,G,"6' 2""",175 lbs,SR,"Kansas City, MO"
31,Matt Tiby,F,"6' 8""",230 lbs,SR,"Urbandale, IA"
33,Scotty Tyler,F,"6' 7""",205 lbs,SO,"Grafton, WI"
34,Austin Arians,F,"6' 6""",200 lbs,JR,"Stoughton, WI"
50,Brett Prahl,F,"6' 9""",225 lbs,SO,"East Troy, WI"
52,Alex Prahl,F,"6' 9""",225 lbs,SO,"East Troy, WI"
