game_id,date,opponent,location,team_score,opp_score,record
400504460,2013-11-12,Xavier,A,63,67,0-1 (0-0)
400499043,2013-11-16,South Carolina Upstate,H,74,65,1-1 (0-0)
400506314,2013-11-18,The Citadel,H,86,60,2-1 (0-0)
400503088,2013-11-22,Tennessee State,H,88,67,3-1 (0-0)
400499292,2013-11-28,UTEP,N,70,78,3-2 (0-0)
400519986,2013-11-29,Xavier,N,64,49,4-2 (0-0)
400520094,2013-11-30,Wake Forest,N,82,63,5-2 (0-0)
400503118,2013-12-07,Tennessee Tech,H,84,63,6-2 (0-0)
400500023,2013-12-14,Wichita State,A,61,70,6-3 (0-0)
400502739,2013-12-18,NC State,H,58,65,6-4 (0-0)
400503137,2013-12-23,Morehead State,H,82,67,7-4 (0-0)
400502759,2013-12-30,Virginia,H,87,52,8-4 (0-0)
400506343,2014-01-04,Tusculum,H,98,51,9-4 (0-0)
400506345,2014-01-07,LSU,A,68,50,10-4 (1-0)
400506358,2014-01-11,Texas A&M,H,56,57,10-5 (1-1)
400506361,2014-01-15,Auburn,H,78,67,11-5 (2-1)
400506366,2014-01-18,Kentucky,A,66,74,11-6 (2-2)
400506376,2014-01-22,Arkansas,H,81,74,12-6 (3-2)
400506384,2014-01-25,Florida,A,41,67,12-7 (3-3)
400506392,2014-01-29,Ole Miss,H,86,70,13-7 (4-3)
400506400,2014-02-01,Alabama,A,76,59,14-7 (5-3)
400506405,2014-02-05,Vanderbilt,A,60,64,14-8 (5-4)
400506410,2014-02-08,South Carolina,H,72,53,15-8 (6-4)
400506415,2014-02-11,Florida,H,58,67,15-9 (6-5)
400506425,2014-02-15,Missouri,A,70,75,15-10 (6-6)
400506430,2014-02-18,Georgia,H,67,48,16-10 (7-6)
400506438,2014-02-22,Texas A&M,A,65,68,16-11 (7-7)
400506446,2014-02-26,Mississippi State,A,75,68,17-11 (8-7)
400506450,2014-03-01,Vanderbilt,H,76,38,18-11 (9-7)
400506459,2014-03-05,Auburn,A,82,54,19-11 (10-7)
400506465,2014-03-08,Missouri,H,72,45,20-11 (11-7)
400546299,2014-03-14,South Carolina,N,59,44,21-11 (11-7)
400546603,2014-03-15,Florida,N,49,56,21-12 (11-7)
400546941,2014-03-19,Iowa,N,78,65,22-12 (11-7)
400546950,2014-03-21,UMass,N,86,67,23-12 (11-7)
400548678,2014-03-23,Mercer,N,83,63,24-12 (11-7)
400548885,2014-03-28,Michigan,N,71,73,24-13 (11-7)
