game_id,date,opponent,location,team_score,opp_score,record
400502902,2013-11-08,Cal Poly,H,73,62,1-0 (0-0)
400502912,2013-11-11,Long Beach State,H,91,57,2-0 (0-0)
400505489,2013-11-14,San Diego State,A,69,60,3-0 (0-0)
400498724,2013-11-18,Fairleigh Dickinson,H,100,50,4-0 (0-0)
400517877,2013-11-19,Rhode Island,H,87,59,5-0 (0-0)
400518246,2013-11-27,Drexel,N,66,62,6-0 (0-0)
400519873,2013-11-29,Duke,N,72,66,7-0 (0-0)
400498287,2013-12-03,Texas Tech,H,79,58,8-0 (0-0)
400505520,2013-12-07,UNLV,H,63,58,9-0 (0-0)
400499817,2013-12-11,New Mexico State,H,74,48,10-0 (0-0)
400506074,2013-12-14,Michigan,A,72,70,11-0 (0-0)
400504625,2013-12-19,Southern,H,69,43,12-0 (0-0)
400498101,2013-12-23,Northern Arizona,H,77,44,13-0 (0-0)
400506075,2014-01-02,Washington State,H,60,25,14-0 (1-0)
400506076,2014-01-04,Washington,H,71,62,15-0 (2-0)
400506077,2014-01-09,UCLA,A,79,75,16-0 (3-0)
400506078,2014-01-12,USC,A,73,53,17-0 (4-0)
400506079,2014-01-16,Arizona State,H,91,68,18-0 (5-0)
400506080,2014-01-23,Colorado,H,69,57,19-0 (6-0)
400506081,2014-01-26,Utah,H,65,56,20-0 (7-0)
400506082,2014-01-29,Stanford,A,60,57,21-0 (8-0)
400506083,2014-02-01,California,A,58,60,21-1 (8-1)
400507054,2014-02-06,Oregon,H,67,65,22-1 (9-1)
400506085,2014-02-09,Oregon State,H,76,54,23-1 (10-1)
400506086,2014-02-14,Arizona State,A,66,69,23-2 (10-2)
400506087,2014-02-19,Utah,A,67,63,24-2 (11-2)
400506088,2014-02-22,Colorado,A,88,61,25-2 (12-2)
400506089,2014-02-26,California,H,87,59,26-2 (13-2)
400506090,2014-03-02,Stanford,H,79,66,27-2 (14-2)
400506091,2014-03-05,Oregon State,A,74,69,28-2 (15-2)
400507062,2014-03-08,Oregon,A,57,64,28-3 (15-3)
400545634,2014-03-13,Utah,N,71,39,29-3 (15-3)
400546304,2014-03-14,Colorado,N,63,43,30-3 (15-3)
400546782,2014-03-15,UCLA,N,71,75,30-4 (15-3)
400546921,2014-03-21,Weber State,N,68,59,31-4 (15-3)
400548688,2014-03-23,Gonzaga,N,84,61,32-4 (15-3)
400548900,2014-03-27,San Diego State,N,70,64,33-4 (15-3)
400549675,2014-03-29,Wisconsin,N,63,64,33-5 (15-3)
