game_id,away,home,away_rank,home_rank,away_score,home_score,date
401169768,Texas Tech,Baylor,NA,4,68,71,2020-03-02
401168371,NC State,Duke,NA,12,69,88,2020-03-02
401175690,Bethune-Cookman,North Carolina Central,NA,NA,68,71,2020-03-02
401175724,Norfolk State,Delaware State,NA,NA,79,73,2020-03-02
401175766,Maryland-Eastern Shore,Howard,NA,NA,60,62,2020-03-02
401175811,North Carolina A&T,South Carolina State,NA,NA,76,65,2020-03-02
401176177,Alabama A&M,Prairie View A&M,NA,NA,62,73,2020-03-02
401176237,Mississippi Valley State,Grambling,NA,NA,61,81,2020-03-02
401176251,Arkansas-Pine Bluff,Jackson State,NA,NA,56,76,2020-03-02
401176367,Alabama State,Texas Southern,NA,NA,73,78,2020-03-02
401166604,Idaho State,Weber State,NA,NA,78,70,2020-03-02
