game_id,away,home,away_rank,home_rank,away_score,home_score
401169646,Colorado,Kansas,20,2,58,72
401166104,Illinois,Maryland,NA,3,58,59
401166105,Penn State,Ohio State,NA,6,74,106
401169879,Fairleigh Dickinson,Kentucky,NA,8,52,83
401169647,Arizona,Baylor,12,18,58,63
401170612,Hawai'i,Oregon,NA,13,64,89
401170004,Memphis,UAB,15,NA,65,57
401169783,Villanova,Saint Joseph's,23,NA,78,66
401168293,Florida,Butler,NA,24,62,76
401173691,Fresno State,Utah State,NA,25,70,77
401168463,West Virginia,St. John's,NA,NA,68,70
401168533,Syracuse,Georgia Tech,NA,NA,97,63
401170051,NJIT,UCF,NA,NA,65,78
401176434,St. Francis (PA),UMBC,NA,NA,63,60
401170892,Maine,Central Connecticut,NA,NA,66,64
401170935,St. Francis (BKN),UMass Lowell,NA,NA,63,94
401175437,Carver College,The Citadel,NA,NA,40,108
401170161,UMass,Harvard,NA,NA,55,89
401170404,Florida International,Kennesaw State,NA,NA,84,81
401170405,Stetson,VMI,NA,NA,61,88
401172239,Long Island University,Army,NA,NA,85,72
401172299,Lafayette,Cornell,NA,NA,62,59
401172489,Eastern Michigan,Detroit Mercy,NA,NA,55,51
401172612,IUPUI,Ball State,NA,NA,54,102
401173492,North Carolina A&T,Bradley,NA,NA,52,83
401172611,Youngstown St,Western Michigan,NA,NA,64,66
401173596,Quincy,Loyola Chicago,NA,NA,59,90
401172391,Charlotte,UNC Wilmington,NA,NA,76,57
401171494,Longwood,Morgan State,NA,NA,65,73
401171527,Presbyterian,South Carolina State,NA,NA,68,80
401170839,Boston University,Binghamton,NA,NA,79,84
401169881,CSU Bakersfield,Ole Miss,NA,NA,67,83
401170163,Manhattan,Fordham,NA,NA,54,53
401170166,La Salle,Drexel,NA,NA,71,63
401168567,Boston College,Notre Dame,NA,NA,73,72
401168575,NC State,Wake Forest,NA,NA,91,82
401173580,Indiana State,Wright State,NA,NA,84,77
401172613,Miami (OH),Evansville,NA,NA,87,101
401173689,Nevada,Air Force,NA,NA,100,85
401168320,Nebraska,Creighton,NA,NA,76,95
401170167,Hofstra,St. Bonaventure,NA,NA,45,73
401171676,UC Santa Barbara,UT Arlington,NA,NA,72,68
401173636,Southern Illinois,Southern Miss,NA,NA,69,72
401173687,UNLV,BYU,NA,NA,50,83
401170615,New Mexico State,Washington State,NA,NA,54,63
401172979,Rice,Lamar,NA,NA,60,73
401170045,Arkansas State,Tulsa,NA,NA,66,63
401170165,Delaware,George Washington,NA,NA,56,66
401176363,Concordia Texas,Texas Southern,NA,NA,47,85
401172836,Loyola (MD),Mt. St. Mary's,NA,NA,64,48
