player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
T. Morgan,F,20,5,8,1,1,2,4,1,8,9,2,0,1,3,3,13,TRUE,2017-12-29,Eastern Washington,H
J. Sanders,G,32,4,7,0,1,2,3,1,3,4,2,1,2,1,2,10,TRUE,2017-12-29,Eastern Washington,H
J. Radebaugh,G,37,4,5,3,3,0,0,1,1,2,1,2,0,0,2,11,TRUE,2017-12-29,Eastern Washington,H
A. Spight,G,35,7,13,0,1,7,7,1,9,10,4,2,0,2,0,21,TRUE,2017-12-29,Eastern Washington,H
J. Davis,G,20,7,8,1,1,2,3,0,2,2,3,1,0,2,4,17,TRUE,2017-12-29,Eastern Washington,H
K. Edwards,F,3,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,FALSE,2017-12-29,Eastern Washington,H
R. Vercellino,F,10,1,2,0,1,1,2,0,2,2,0,0,0,0,4,3,FALSE,2017-12-29,Eastern Washington,H
A. Johnson,G,30,3,10,1,5,4,4,1,3,4,1,0,0,2,0,11,FALSE,2017-12-29,Eastern Washington,H
C. Glotta,G,13,1,3,0,2,0,0,0,0,0,0,0,0,1,2,2,FALSE,2017-12-29,Eastern Washington,H
TEAM,NA,NA,32,58,6,15,18,23,8,29,37,14,6,3,11,17,88,FALSE,2017-12-29,Eastern Washington,H
