player_id,number,name,position,height,weight,class,hometown,player_image
4897374,0,Wesley Cardet Jr.,G,"6' 6""",210 lbs,SR,"Tallahassee, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897374.png
5177728,0,Greg Spate,G,"6' 7""",185 lbs,SO,"Plantation, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177728.png
5241707,1,Troy McKoy Jr.,G,"6' 5""",205 lbs,FR,"Windsor, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241707.png
5109770,2,Deshawn Jean-Charles,G,"6' 7""",200 lbs,JR,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109770.png
5107324,3,Joe Spinelli,G,"6' 0""",170 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107324.png
4896860,4,Jahsean Corbett,G,"6' 6""",210 lbs,SR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896860.png
5106049,4,Saxby Sunderland,G,"6' 4""",190 lbs,JR,"Arlington, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106049.png
4896956,5,Cameron Jernigan,F,"6' 7""",220 lbs,SR,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896956.png
4897671,10,A.J. Neal Jr.,G,"6' 2""",180 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897671.png
5112819,10,Matthew Robinson,G,"6' 4""",180 lbs,FR,"Miramar, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5112819.png
4703207,11,Noble Crawford,F,"6' 5""",195 lbs,SR,"Deltona, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703207.png
4703801,12,Brent Davis,G,"6' 4""",190 lbs,SR,"Miramar, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703801.png
5108787,12,Gabe Spinelli,G,"6' 3""",190 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108787.png
5107520,13,Jalen Forrest,G,"6' 5""",230 lbs,JR,"Decatur, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107520.png
5182411,14,Alex Raiford,G,"6' 3""",170 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5182411.png
5106594,15,CJ Delancy,F,"6' 9""",210 lbs,JR,"Jonesboro, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106594.png
5109776,20,Tehshaundre Cole,F,"6' 5""",215 lbs,JR,"Toronto, Canada",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109776.png
5241708,22,Dailliss Cox,F,"6' 6""",205 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241708.png
4433257,23,Quincy Allen,F,"6' 8""",190 lbs,JR,"Silver Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433257.png
5247968,25,Michael Brown,F,"6' 8""",215 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5247968.png
5175830,32,Gerald Jones III,F,"6' 10""",220 lbs,JR,"Lithonia, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175830.png
5109778,35,Taeyon Neal,F,"6' 10""",315 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109778.png
