player_id,number,name,position,height,weight,class,hometown,player_image
4702027,0,Chance McMillian,G,"6' 3""",190 lbs,SR,"Vallejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702027.png
5176314,1,Kevin Overton,G,"6' 5""",200 lbs,SO,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176314.png
5106284,1,Lamar Washington,G,"6' 4""",200 lbs,JR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106284.png
5240270,2,Jazz Henderson,G,"5' 11""",175 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5240270.png
5106285,2,Pop Isaacs,G,"6' 2""",180 lbs,JR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106285.png
5105531,2,KyeRon Lindsay,F,"6' 8""",220 lbs,JR,"Denton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105531.png
4897766,3,Elijah Hawkins,G,"5' 11""",160 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897766.png
5060701,4,Christian Anderson,G,"6' 2""",165 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5060701.png
4702065,4,D'Maurian Williams,G,"6' 3""",195 lbs,SR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702065.png
4937074,5,Darrion Williams,F,"6' 6""",225 lbs,JR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4937074.png
5240271,6,Leon Horner,G,"6' 4""",215 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5240271.png
5175077,10,Jack Francis,G,"6' 3""",185 lbs,JR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175077.png
5143604,15,JT Toppin,F,"6' 9""",225 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5143604.png
4711281,21,Drew Steffe,G,"6' 5""",200 lbs,FR,"Frisco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711281.png
5113386,22,Corbin Green,F,"6' 5""",230 lbs,JR,"Midlothian, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5113386.png
5175078,23,Eemeli Yalaho,F,"6' 8""",240 lbs,SO,"Jyvaskyla, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175078.png
4567079,24,Kerwin Walton,G,"6' 5""",210 lbs,SR,"Hopkins, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567079.png
5106286,25,Robert Jennings II,F,"6' 7""",230 lbs,JR,"DeSoto, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106286.png
5105412,33,Federiko Federiko,F,"6' 11""",215 lbs,SR,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105412.png
4567588,35,Devan Cambridge,F,"6' 6""",210 lbs,SR,"Nashville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567588.png
