player_id,number,name,position,height,weight,class,hometown,player_image
5101667,0,Ramone Seals,G,"6' 6""",228 lbs,FR,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5101667.png
4703831,1,Ricardo Wright,G,"6' 4""",190 lbs,SR,"Eustis, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703831.png
5176186,2,RJ Johnson,G,"6' 4""",225 lbs,SO,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176186.png
4741885,3,Andre Weir,C,"6' 9""",270 lbs,SR,"Hollywood, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4741885.png
5242123,4,Mekhi Turner,F,"6' 8""",214 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242123.png
5106660,5,Simeon Cottle,G,"6' 2""",165 lbs,JR,"College Park, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106660.png
5176187,6,Frankquon Sherman,F,"6' 7""",215 lbs,SO,"Lincolnton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176187.png
4894459,7,Chase Clemmons,G,"6' 0""",175 lbs,FR,"Woodstock, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4894459.png
5242124,8,Ricky McKenzie,G,"6' 4""",186 lbs,FR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242124.png
5106665,9,Eric Holland,G,"5' 8""",155 lbs,JR,"Tifton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106665.png
5242125,10,Jamil Miller,G,"6' 6""",199 lbs,FR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242125.png
4702175,11,Delaney Heard,G,"6' 3""",209 lbs,SR,"Canton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702175.png
5242126,13,Braedan Lue,F,"6' 8""",223 lbs,FR,"Douglasville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242126.png
5242127,14,Adrian Wooley,G,"6' 5""",180 lbs,FR,"Tuscaloosa, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242127.png
4432400,25,Rongie Gordon,F,"6' 8""",220 lbs,SR,"Montgomery, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432400.png
5242128,30,Dozie Onyirimba,F,"6' 3""",196 lbs,FR,"Powder Springs, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5242128.png
5106664,31,Charles Stone,G,"6' 2""",180 lbs,JR,"Columbus, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106664.png
