player_id,number,name,position,height,weight,class,hometown,player_image
5176312,0,Demarion Burch,G,"6' 4""",200 lbs,SO,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176312.png
5176313,1,Almar Atlason,F,"6' 8""",230 lbs,SO,"Reykjavik, Iceland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176313.png
5241357,2,Connor Dillon,G,"6' 2""",190 lbs,SR,"Peoria, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241357.png
4897446,3,Zek Montgomery,G,"6' 6""",210 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897446.png
5241358,4,Corey Thomas,F,"6' 10""",210 lbs,JR,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241358.png
5107965,5,Christian Davis,G,"6' 7""",205 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107965.png
4897447,8,Connor Hickman,G,"6' 3""",200 lbs,SR,"Bloomington, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897447.png
4712835,9,Trey Pettigrew,G,"6' 4""",195 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4712835.png
5241359,10,Timoty van der Knaap,G,"6' 8""",195 lbs,FR,"Bassno del Grappa, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241359.png
4897450,12,Cade Hardtke,G,"6' 2""",190 lbs,SR,"Lombard, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897450.png
4897448,13,Sam Hennessy,G,"6' 2""",180 lbs,SR,"Naperville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897448.png
5122918,14,Ahmet Jonovic,C,"7' 1""",250 lbs,JR,"Prijepolje, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5122918.png
4897149,21,Duke Deen,G,"5' 8""",170 lbs,SR,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897149.png
4698721,22,Emarion Ellis,G,"6' 5""",200 lbs,JR,"Davenport, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4698721.png
5241360,22,Jaquan Johnson,G,"5' 11""",195 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241360.png
5241361,23,Gus Rugaard,G,"6' 1""",180 lbs,FR,"Morton, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241361.png
5107708,24,Kyle Thomas,F,"6' 10""",235 lbs,JR,"Bolingbrook, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107708.png
5107966,25,Goanar Biliew,F,"6' 8""",240 lbs,SR,"Denison, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107966.png
4703891,34,Connor Linke,F,"6' 9""",240 lbs,SR,"St. Charles, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703891.png
4590399,35,Darius Hannah,F,"6' 9""",205 lbs,SR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590399.png
