player_id,number,name,position,height,weight,class,hometown,player_image
4700973,1,Isaiah Wilson,G,"6' 1""",180 lbs,SR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700973.png
4706129,2,Ryan Jolly,G,"6' 3""",180 lbs,SR,"Martinez, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706129.png
5241759,3,Paul Jones III,G,"6' 4""",170 lbs,FR,"Suffolk, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241759.png
4576140,4,Kelton Talford,F,"6' 7""",200 lbs,SR,"Great Falls, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4576140.png
5107470,5,Yoro Diallo,F,"6' 8""",210 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107470.png
5119172,8,Cam Christy,G,"6' 4""",200 lbs,JR,"Walton, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5119172.png
4593988,10,Nick Johnson,G,"6' 4""",200 lbs,SR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593988.png
4703629,11,Kasen Harrison,G,"6' 2""",200 lbs,SR,"Beaumont, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703629.png
4906969,12,K.J. Doucet,F,"6' 7""",230 lbs,SR,"Austell, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4906969.png
5107467,13,Clay Howard,G,"6' 3""",180 lbs,JR,"Aiken, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107467.png
5177681,14,Noah Van Bibber,G,"6' 5""",190 lbs,SO,"Debary, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177681.png
5241760,15,Tommy Kamarad,F,"6' 8""",205 lbs,SR,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241760.png
5176753,21,Tai Hamilton,F,"6' 10""",200 lbs,SO,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176753.png
5177682,22,Henry Harrison,G,"5' 11""",175 lbs,SO,"Lewisburg, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177682.png
4682856,51,Logan Duncomb,C,"6' 10""",230 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4682856.png
5106463,55,Bryce Baker,G,"6' 5""",200 lbs,JR,"Mooresville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106463.png
