player_id,number,name,position,height,weight,class,hometown,player_image
5175396,0,Blaise Threatt,G,"6' 3""",210 lbs,SR,"Scottsdale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175396.png
4433104,3,Miguel Tomley,G,"6' 3""",200 lbs,SR,"Surrey, Canada",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433104.png
4702350,4,Dyson Koehler,F,"6' 7""",220 lbs,SR,"Draper, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702350.png
5107824,5,Nigel Burris,F,"6' 7""",225 lbs,JR,"San Francisco, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107824.png
5241316,6,Trevor Hennig,G,"6' 4""",185 lbs,FR,"North Bend, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241316.png
5108145,6,Louie Jordan,F,"6' 9""",220 lbs,JR,"Leicester, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108145.png
5105427,7,Andrew Younan,G,"6' 5""",205 lbs,SO,"Westlake Village, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105427.png
5175397,8,Viljami Vartiainen,G,"6' 6""",195 lbs,SO,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175397.png
5175398,10,Marko Sarenac,F,"6' 1""",220 lbs,SO,"Zrenjanin, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175398.png
5241317,11,Saadiq Moore,G,"6' 5""",185 lbs,FR,"Pasadena, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241317.png
4897191,13,Vasilije Vucinic,C,"6' 11""",250 lbs,SR,"Bijelo Polj, Montenegro",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897191.png
5241318,15,Declan Cutler,F,"6' 9""",230 lbs,FR,"Vancouver, Canada",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241318.png
4897981,20,Alex Tew,C,"6' 11""",250 lbs,SR,"Chesire, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897981.png
5241321,21,Niyol Hauet,G,"6' 4""",175 lbs,FR,"Yokohama, Japan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241321.png
5175399,23,Nemanja Sarenac,G,"6' 5""",210 lbs,FR,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175399.png
5241319,33,David Hansen,F,"6' 9""",200 lbs,FR,"Magrath, Canada",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241319.png
5241320,34,Logan Kilbert,G,"6' 3""",195 lbs,FR,"Clovis, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5241320.png
