game_id,date,opponent,location,team_score,opp_score,record
303162681,2010-11-12,Lafayette,H,63,58,1-0 (0-0)
303192329,2010-11-15,Lehigh,A,57,73,1-1 (0-0)
303252619,2010-11-21,Stony Brook,A,58,54,2-1 (0-0)
303302275,2010-11-26,Hofstra,A,63,67,2-2 (0-0)
303332083,2010-11-29,Bucknell,A,77,73,3-2 (0-0)
303352599,2010-12-01,St. John's,A,61,69,3-3 (0-0)
303382529,2010-12-04,Sacred Heart,A,73,68,4-3 (1-0)
303410171,2010-12-07,Columbia,A,71,77,4-4 (1-0)
303452612,2010-12-11,Saint Peter's,H,50,51,4-5 (1-0)
303512681,2010-12-17,Princeton,H,57,69,4-6 (1-0)
303550245,2010-12-21,Texas A&M,A,51,86,4-7 (1-0)
303642681,2010-12-30,Albany,H,80,65,5-7 (1-0)
310032514,2011-01-03,Quinnipiac,A,73,68,6-7 (2-0)
310062681,2011-01-06,Robert Morris,H,83,78,7-7 (3-0)
310082681,2011-01-08,St. Francis PA,H,81,53,8-7 (4-0)
310132597,2011-01-13,St. Francis BKN,A,56,72,8-8 (4-1)
310152341,2011-01-15,LIU Brooklyn,A,54,84,8-9 (4-2)
310202681,2011-01-20,Quinnipiac,H,90,80,9-9 (5-2)
310222681,2011-01-22,Sacred Heart,H,76,79,9-10 (5-3)
310272803,2011-01-27,Bryant,A,80,75,10-10 (6-3)
310292115,2011-01-29,Central Connecticut,A,71,75,10-11 (6-4)
310342681,2011-02-03,Fairleigh Dickinson,H,61,57,11-11 (7-4)
310362681,2011-02-05,Monmouth,H,63,60,12-11 (8-4)
310400116,2011-02-09,Mt. St. Mary's,A,57,71,12-12 (8-5)
310432681,2011-02-12,Mt. St. Mary's,H,70,65,13-12 (9-5)
310482681,2011-02-17,LIU Brooklyn,H,79,83,13-13 (9-6)
310502681,2011-02-19,St. Francis BKN,H,73,77,13-14 (9-7)
310552598,2011-02-24,St. Francis PA,A,78,84,13-15 (9-8)
310572523,2011-02-26,Robert Morris,A,49,66,13-16 (9-9)
310622523,2011-03-03,Robert Morris,A,74,78,13-17 (9-9)
