game_id,date,opponent,location,team_score,opp_score,record
303162197,2010-11-12,Eastern Illinois,A,67,55,1-0 (0-0)
303182294,2010-11-14,Iowa,A,79,69,2-0 (0-0)
303222571,2010-11-18,Southwest Minnesota State,H,94,80,3-0 (0-0)
303272571,2010-11-23,Idaho State,H,79,47,4-0 (0-0)
303312571,2010-11-27,Eastern Illinois,H,84,58,5-0 (0-0)
303342571,2010-11-30,Nevada,H,82,65,6-0 (0-0)
303382571,2010-12-04,North Dakota State,H,75,82,6-1 (0-1)
303422571,2010-12-08,Mayville State,H,84,57,7-1 (0-1)
303452571,2010-12-11,Milwaukee,H,70,82,7-2 (0-1)
303522711,2010-12-18,Western Michigan,A,74,77,7-3 (0-1)
303542117,2010-12-20,Central Michigan,A,72,69,8-3 (0-1)
303570135,2010-12-23,Minnesota,A,73,85,8-4 (0-1)
303640140,2010-12-30,UMKC,A,91,71,9-4 (1-1)
310010253,2011-01-01,Southern Utah,A,105,95,10-4 (2-1)
310062571,2011-01-06,Centenary,H,86,62,11-4 (3-1)
310082571,2011-01-08,Oral Roberts,H,82,90,11-5 (3-2)
310132710,2011-01-13,Western Illinois,A,81,50,12-5 (4-2)
310150085,2011-01-15,IUPUI,A,76,81,12-6 (4-3)
310202571,2011-01-20,Oakland,H,88,97,12-7 (4-4)
310222571,2011-01-22,Purdue Fort Wayne,H,87,52,13-7 (5-4)
310272571,2011-01-27,UMKC,H,58,63,13-8 (5-5)
310292571,2011-01-29,Southern Utah,H,96,79,14-8 (6-5)
310340198,2011-02-03,Oral Roberts,A,73,77,14-9 (6-6)
310362113,2011-02-05,Centenary,A,102,73,15-9 (7-6)
310412571,2011-02-10,IUPUI,H,81,70,16-9 (8-6)
310432571,2011-02-12,Western Illinois,H,82,61,17-9 (9-6)
310482870,2011-02-17,Purdue Fort Wayne,A,80,64,18-9 (10-6)
310502473,2011-02-19,Oakland,A,96,105,18-10 (10-7)
310562449,2011-02-25,North Dakota State,A,61,84,18-11 (10-8)
310652870,2011-03-06,Purdue Fort Wayne,N,85,75,19-11 (10-8)
310662473,2011-03-07,Oakland,N,90,110,19-12 (10-8)
