date,game_id,home,away
2013-11-24,400496876,SMU,Arkansas-Pine Bluff
2013-11-24,400498050,UC Irvine,Eastern Washington
2013-11-24,400498051,North Dakota,North Dakota State
2013-11-24,400498269,Washington State,TCU
2013-11-24,400498487,High Point,Wofford
2013-11-24,400498488,Penn State,Longwood
2013-11-24,400498740,New Hampshire,Bryant
2013-11-24,400499065,Kennesaw State,Purdue Fort Wayne
2013-11-24,400499281,South Carolina,Florida International
2013-11-24,400499282,Toledo,Florida Atlantic
2013-11-24,400499553,Notre Dame,Army
2013-11-24,400499993,Missouri State,Hampton
2013-11-24,400499994,SIU-Edwardsville,Loyola Chicago
2013-11-24,400502352,Arkansas State,Central Arkansas
2013-11-24,400502514,Purdue,Siena
2013-11-24,400502692,Georgia Tech,North Carolina A&T
2013-11-24,400502693,Duke,Vermont
2013-11-24,400503096,Nevada,Morehead State
2013-11-24,400503892,South Alabama,Houston Baptist
2013-11-24,400503893,Texas A&M,Sam Houston State
2013-11-24,400505952,Colorado,Harvard
2013-11-24,400506519,Detroit Mercy,Stony Brook
2013-11-24,400506589,UCLA,Chattanooga
2013-11-24,400508594,Northern Illinois,St. Josephs (IND)
2013-11-24,400508996,Saint Mary's,Alcorn State
2013-11-24,400513596,Portland State,UC Davis
2013-11-24,400518934,Florida State,Northeastern
2013-11-24,400518935,Michigan,Charlotte
2013-11-24,400518954,Georgia,Nebraska
2013-11-24,400518955,Temple,UAB
2013-11-24,400518974,VCU,Georgetown
2013-11-24,400518975,Long Beach State,Kansas State
2013-11-24,400518994,Maryland,Northern Iowa
2013-11-24,400519017,La Salle,Providence
2013-11-24,400519154,Louisville,North Carolina
2013-11-24,400519176,St. Francis (BKN),Oakland
2013-11-24,400519178,Coastal Carolina,Louisiana
