game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,action_team,home_score,away_score,score_diff,play_length,scoring_play,foul,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401491284,2023-01-23,Boston University,Colgate,1,1,19:34,2374,2374,Ethan Brittain-Watts made Jumper.,home,0,0,0,0,TRUE,FALSE,0.21753554824377933,0.5,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Boston University,made,Ethan Brittain-Watts,NA,FALSE,FALSE,Boston University,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,2,1,19:03,2343,2343,Braeden Smith made Jumper.,away,2,2,0,31,TRUE,FALSE,0.21824233707372956,0.5,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Colgate,made,Braeden Smith,NA,FALSE,FALSE,Colgate,Boston University,FALSE
401491284,2023-01-23,Boston University,Colgate,3,1,18:30,2310,2310,Boston University  Turnover.,home,2,2,0,33,FALSE,FALSE,0.21902613411850252,0.5,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,NA,NA,NA,NA,NA,NA,Boston University,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,4,1,18:13,2293,2293,Tucker Richardson made Jumper.,away,2,4,-2,17,TRUE,FALSE,0.1892607011254146,0.4536568568073095,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Colgate,made,Tucker Richardson,NA,FALSE,FALSE,Colgate,Boston University,FALSE
401491284,2023-01-23,Boston University,Colgate,5,1,17:53,2273,2273,Walter Whyte missed Three Point Jumper.,home,2,4,-2,20,FALSE,FALSE,0.18943328603921392,0.45320932611296233,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Boston University,missed,Walter Whyte,NA,TRUE,FALSE,Boston University,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,6,1,17:49,2269,2269,Tucker Richardson Defensive Rebound.,away,2,4,-2,4,FALSE,FALSE,0.1894688512457513,0.4531193833259757,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,NA,NA,NA,NA,NA,NA,Boston University,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,7,1,17:47,2267,2267,Oliver Lynch-Daniels missed Three Point Jumper.,away,2,4,-2,2,FALSE,FALSE,0.18948676841282736,0.453074360085721,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Colgate,missed,Oliver Lynch-Daniels,NA,TRUE,FALSE,Colgate,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,8,1,17:43,2263,2263,Keegan Records Offensive Rebound.,away,2,4,-2,4,FALSE,FALSE,0.18952287459904207,0.45298421201451977,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,Colgate,FALSE
401491284,2023-01-23,Boston University,Colgate,9,1,17:37,2257,2257,Keegan Records made Layup. Assisted by Braeden Smith.,away,2,6,-4,6,TRUE,FALSE,0.16220350409451212,0.40652872123517303,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,Colgate,made,Keegan Records,Braeden Smith,FALSE,FALSE,Colgate,Boston University,FALSE
401491284,2023-01-23,Boston University,Colgate,10,1,17:09,2229,2229,Foul on Tucker Richardson.,away,2,6,-4,28,FALSE,TRUE,0.16209106630791356,0.40529098552190407,6,6,-8,143.5,Nathan Hall/Ed Corbett Jr./Tyler Sandmann,"Boston, MA",Case Gym,1800,1545,NA,NA,NA,NA,NA,NA,NA,NA,Boston University,Boston University,FALSE
