game_id,date,opponent,location,team_score,opp_score,record
401169801,2019-11-05,Florida International,H,77,69,1-0 (0-0)
401169812,2019-11-08,Sam Houston State,H,67,58,2-0 (0-0)
401169824,2019-11-14,UL Monroe,H,62,45,3-0 (0-0)
401169835,2019-11-17,New Orleans,H,82,59,4-0 (0-0)
401169448,2019-11-21,Tulane,N,80,66,5-0 (0-0)
401182609,2019-11-22,Villanova,N,76,83,5-1 (0-0)
401185769,2019-11-24,Coastal Carolina,A,81,56,6-1 (0-0)
401169877,2019-12-05,Louisiana Tech,H,67,74,6-2 (0-0)
401169654,2019-12-14,Kansas State,N,NA,NA,
401169894,2019-12-18,Radford,H,NA,NA,
401169907,2019-12-22,New Mexico State,N,NA,NA,
401169917,2019-12-30,Kent State,H,NA,NA,
401166273,2020-01-04,Auburn,H,NA,NA,
401166280,2020-01-08,Alabama,A,NA,NA,
401166288,2020-01-11,LSU,A,NA,NA,
401166292,2020-01-14,Missouri,H,NA,NA,
401166303,2020-01-18,Georgia,H,NA,NA,
401166309,2020-01-22,Arkansas,H,NA,NA,
401169711,2020-01-25,Oklahoma,A,NA,NA,
401166312,2020-01-28,Florida,A,NA,NA,
401166320,2020-02-01,Tennessee,H,NA,NA,
401166327,2020-02-04,Kentucky,A,NA,NA,
401166338,2020-02-08,Vanderbilt,H,NA,NA,
401166340,2020-02-11,Ole Miss,A,NA,NA,
401166346,2020-02-15,Arkansas,A,NA,NA,
401166359,2020-02-19,South Carolina,H,NA,NA,
401166362,2020-02-22,Texas A&M,A,NA,NA,
401166369,2020-02-25,Alabama,H,NA,NA,
401166377,2020-02-29,Missouri,A,NA,NA,
401166379,2020-03-03,South Carolina,A,NA,NA,
401166392,2020-03-07,Ole Miss,H,NA,NA,
