game_id,away,home,away_rank,home_rank,away_score,home_score
401168235,Michigan,Louisville,4,1,43,58
401168236,Duke,Michigan State,10,11,87,75
401169455,Bradley,Memphis,NA,15,56,71
401168234,Florida State,Indiana,17,NA,64,80
401169640,Maryland-Eastern Shore,Baylor,NA,18,46,78
401170156,Houston Baptist,Dayton,NA,19,68,99
401168292,Butler,Ole Miss,24,NA,67,58
401173579,North Dakota State,Indiana State,NA,NA,60,71
401173846,Eastern Kentucky,South Carolina Upstate,NA,NA,67,79
401168462,Saint Peter's,St. John's,NA,NA,69,79
401170397,Bethune-Cookman,Stetson,NA,NA,67,72
401172604,Northern Kentucky,Miami (OH),NA,NA,76,54
401169991,Coppin State,East Carolina,NA,NA,85,75
401170157,Jacksonville State,George Mason,NA,NA,60,67
401171508,UNC Asheville,Charlotte,NA,NA,83,75
401175129,Western Kentucky,Wright State,NA,NA,74,76
401175192,Chattanooga,Western Carolina,NA,NA,77,87
401174736,St. Andrews,Appalachian State,NA,NA,58,90
401168233,Northwestern,Boston College,NA,NA,82,64
401171427,Coker,Gardner-Webb,NA,NA,59,73
401170155,Lafayette,Saint Joseph's,NA,NA,94,71
401170158,Richmond,Hampton,NA,NA,80,63
401172064,Quinnipiac,Fairleigh Dickinson,NA,NA,77,78
401172074,Bucknell,Rider,NA,NA,69,89
401172216,UMBC,American,NA,NA,61,85
401172316,Dartmouth,Georgia State,NA,NA,80,83
401172454,Old Dominion,William & Mary W&M,NA,NA,46,63
401172488,Detroit Mercy,Kent State,NA,NA,57,92
401172603,Oakland,Western Michigan,NA,NA,72,62
401172605,Loyola Chicago,Ball State,NA,NA,70,58
401172606,Valparaiso,Eastern Michigan,NA,NA,79,85
401168238,Iowa,Syracuse,NA,NA,68,54
401169454,Vermont,Cincinnati,NA,NA,73,82
401170398,Lipscomb,Belmont,NA,NA,75,80
401176054,Columbia International,Middle Tennessee,NA,NA,38,86
401176064,AUB Montgomery,Samford,NA,NA,64,97
401173022,Campbellsville-Harrodsburg,McNeese,NA,NA,61,107
401176010,Texas A&M-CC,UTSA,NA,NA,67,89
401174737,Omaha,Arkansas State,NA,NA,73,78
401174738,SE Louisiana,Louisiana,NA,NA,81,98
401175586,Sam Houston State,UT Rio Grande Valley,NA,NA,86,90
401173608,Murray State,Missouri State,NA,NA,69,71
401173515,Milwaukee,Drake,NA,NA,53,56
401169642,UAB,Texas,NA,NA,57,67
401169870,Austin Peay,Arkansas,NA,NA,61,69
401169871,Charleston Southern,Missouri,NA,NA,68,60
401169872,Buffalo,Vanderbilt,NA,NA,76,90
401170013,Northwestern State,SMU,NA,NA,51,77
401168319,Oral Roberts,Creighton,NA,NA,60,72
401175742,UTEP,New Mexico State,NA,NA,56,59
401175852,Mt. St. Mary's,Grand Canyon,NA,NA,67,75
401176239,Jackson State,Denver,NA,NA,58,67
401169869,New Orleans,LSU,NA,NA,54,90
401169641,Illinois State,TCU,NA,NA,69,81
401168237,Rutgers,Pittsburgh,NA,NA,60,71
401175641,Incarnate Word,Seattle,NA,NA,60,81
401171675,UC Santa Barbara,CSU Bakersfield,NA,NA,64,60
401166466,California Merced,Sacramento State,NA,NA,36,72
401170607,Arizona State,San Francisco,NA,NA,71,67
