player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
B. Griscti,F,16,1,6,0,4,0,1,0,2,2,1,1,0,1,4,2,TRUE,2022-01-27,Northwestern State,A
J. Hughes III,F,11,0,5,0,1,4,4,0,5,5,0,1,0,2,2,4,TRUE,2022-01-27,Northwestern State,A
C. Yoder,G,38,9,17,3,3,4,7,4,1,5,2,4,0,7,2,25,TRUE,2022-01-27,Northwestern State,A
J. Morgan,G,35,6,7,4,5,0,0,2,1,3,2,0,0,0,0,16,TRUE,2022-01-27,Northwestern State,A
B. Swaby,G,34,1,6,0,4,0,0,2,1,3,1,1,0,1,3,2,TRUE,2022-01-27,Northwestern State,A
G. Ezedinma,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2022-01-27,Northwestern State,A
T. Zevgaras,F,15,2,3,0,0,1,1,0,2,2,1,0,0,0,3,5,FALSE,2022-01-27,Northwestern State,A
S. Hassan Mobutu,G,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,2022-01-27,Northwestern State,A
B. Akhile,G,30,4,8,2,5,1,2,0,4,4,3,0,0,1,1,11,FALSE,2022-01-27,Northwestern State,A
RJ Glasper,G,13,2,4,1,1,0,0,0,0,0,0,0,0,0,0,5,FALSE,2022-01-27,Northwestern State,A
TEAM,NA,NA,25,56,10,23,10,15,9,20,29,10,7,0,13,15,70,FALSE,2022-01-27,Northwestern State,A
