number,name,position,height,weight,class,hometown
0,Mitchell Bouie,F,"6' 4""",NA,SR,NA
1,Charlie Westbrook,F,"6' 4""",NA,JR,NA
2,Steve Tecker,G,"6' 5""",NA,FR,NA
3,Cliff Warner,G,"5' 11""",NA,FR,NA
4,Louie Krogman,G,"6' 1""",NA,JR,NA
5,Kendall Cutler,G,"6' 0""",NA,SR,NA
14,Jordan Boots,G,"6' 1""",NA,SO,NA
22,Jake Thomas,G,"6' 3""",NA,SO,NA
24,Conrad Krutwig,F,"6' 6""",NA,SO,NA
30,Kc Rodenburg,F,"6' 7""",NA,JR,NA
32,Ricardo Andreotti,C,"6' 8""",NA,JR,NA
50,Trevor Gruis,C,"6' 9""",NA,FR,NA
52,Jared Bartling,C,"6' 8""",NA,FR,NA
