number,name,position,height,weight,class,hometown
0,Isacc Miles,G,"6' 2""",NA,SR,NA
1,B.J. Jenkins,G,"6' 0""",NA,SR,NA
2,Edward Daniel,F,"6' 7""",NA,SO,NA
3,Isaiah Canaan,G,"6' 0""",NA,SO,NA
10,Jordan Burge,G,"5' 11""",NA,SO,NA
11,Donte Poole,G,"6' 3""",NA,JR,NA
12,Shawn Jackson,C,"6' 9""",NA,FR,NA
13,Brandon Garrett,F,"6' 9""",NA,SO,NA
14,Picasso Simmons,G,"6' 0""",NA,SR,NA
22,Jeffery McClain,F,"6' 6""",NA,SR,NA
24,Jeff Reese,F,"6' 4""",NA,JR,NA
32,Chris Griffin,F,"6' 7""",NA,FR,NA
33,Jewuan Long,G,"6' 1""",NA,JR,NA
42,Ivan Aska,F,"6' 7""",NA,JR,NA
