number,name,position,height,weight,class,hometown
2,Ife Eke,F,"6' 7""",NA,FR,NA
5,C Ndongo,,NA,NA,N/A,NA
5,Christian Bibi Ndongo,F,"6' 9""",NA,JR,NA
10,Marcelis Hansberry,G,"6' 0""",NA,FR,NA
10,Marcelis Hansberry,G,"6' 0""",NA,FR,NA
12,Lonell Reeves,G,"5' 10""",NA,JR,NA
13,Tommie Sykes,F,"6' 4""",NA,SR,NA
15,R.J. McCray,G,"6' 2""",NA,FR,NA
21,JaMichael Goodin,G,"6' 0""",NA,FR,NA
22,Lawrence Gilbert,F,"6' 7""",NA,SR,NA
23,Steven McClellan,F,"6' 7""",NA,FR,NA
24,Hugh Mingo,G,"6' 3""",NA,JR,NA
41,Fabio Ribeiro,C,"6' 10""",NA,SR,NA
55,Fred Brown,G,"6' 2""",NA,JR,NA
