number,name,position,height,weight,class,hometown
1,Eric Gaines,G,"6' 4""",NA,FR,NA
2,Michael Porrini,G,"6' 2""",NA,JR,NA
3,Randal Holt,G,"6' 1""",NA,SO,NA
5,Dan Hartman,G,"6' 2""",NA,SR,NA
11,Carlton Guyton,G,"6' 4""",NA,JR,NA
13,Mark Henniger,F,"6' 8""",NA,FR,NA
15,DeAndre Nealy,F,"6' 6""",NA,JR,NA
20,Jordan Wilds,G,"6' 5""",NA,SO,NA
21,Robert Johnson,F,"6' 6""",NA,FR,NA
22,Darius Leonard,F,"6' 9""",NA,FR,NA
30,Brian Frank,F,"6' 5""",NA,SO,NA
32,Rodriguez Sherman,G,"6' 3""",NA,SR,NA
33,Justin Manns,C,"6' 11""",NA,JR,NA
34,Justin Greene,F,"6' 8""",NA,JR,NA
