number,name,position,height,weight,class,hometown
0,Mfon Udofia,G,"6' 2""",NA,SO,NA
1,Iman Shumpert,G,"6' 5""",NA,JR,NA
3,Maurice Miller,G,"6' 2""",NA,SR,NA
4,Nick Foreman,G,"6' 3""",NA,JR,NA
5,Daniel Miller,C,"6' 11""",NA,SO,NA
10,Lance Storrs,G,"6' 5""",NA,SR,NA
11,Brian Oliver,F,"6' 6""",NA,SO,NA
12,Kyle Speller,G,"6' 2""",NA,FR,NA
13,McPherson Moore,G,"6' 3""",NA,FR,NA
14,Jason Morris,G,"6' 5""",NA,FR,NA
24,Kammeon Holsey,F,"6' 8""",NA,SO,NA
33,Derek Craig,G,"6' 4""",NA,JR,NA
41,Glen Rice,G,"6' 5""",NA,SO,NA
42,Nate Hicks,C,"6' 10""",NA,FR,NA
