number,name,position,height,weight,class,hometown
2,Matt Dickey,G,"6' 1""",NA,JR,NA
3,J.P. Primm,G,"6' 1""",NA,JR,NA
4,Chris Stephenson,G,"6' 3""",NA,JR,NA
5,Jaron Lane,G,"6' 4""",NA,SO,NA
11,Josh Seligson,G,"6' 2""",NA,FR,NA
12,Madison Davis,G,"5' 10""",NA,SO,NA
23,John Williams,F,"6' 4""",NA,SR,NA
24,Toles Hartman,F,"6' 6""",NA,FR,NA
32,Quinard Jackson,F,"6' 5""",NA,JR,NA
33,J. Cunnigham D,C,"6' 10""",NA,SO,NA
35,Jon Nwannunu,F,"6' 8""",NA,JR,NA
42,Eric Stubbs,C,"6' 8""",NA,SR,NA
50,Jeremy Harn,C,"6' 8""",NA,SO,NA
55,Trent Meyer,G,"6' 2""",NA,FR,NA
