number,name,position,height,weight,class,hometown
0,Blake McDonald,G,"5' 10""",NA,FR,NA
2,Derrek Lewis,G,"6' 5""",NA,SR,NA
4,Keith Davis,C,"6' 9""",NA,FR,NA
5,Dash Harris,G,"6' 1""",NA,JR,NA
10,David Loubeau,F,"6' 8""",NA,JR,NA
11,B.J. Holmes,G,"5' 11""",NA,SR,NA
12,Andrew Darko,G,"6' 1""",NA,SR,NA
22,Khris Middleton,F,"6' 7""",NA,SO,NA
23,Naji Hibbert,G,"6' 6""",NA,SO,NA
24,Alex Baird,G,"6' 1""",NA,JR,NA
32,Kourtney Roberson,F,"6' 9""",NA,FR,NA
33,Marshall Carrell,F,"6' 9""",NA,SR,NA
35,Ray Turner,F,"6' 8""",NA,SO,NA
42,Jarod Jahns,F,"6' 5""",NA,JR,NA
45,Nathan Walkup,F,"6' 7""",NA,SR,NA
