number,name,position,height,weight,class,hometown
10,Brandon Frazier,G,"6' 2""",NA,FR,NA
12,Khiry Gordon,F,"6' 8""",NA,JR,NA
14,Ryan Hage,G,"5' 10""",NA,JR,NA
14,Lamount Samuell,,"6' 4""",NA,FR,NA
15,Fahro Alihodzic,F,"6' 10""",NA,SO,NA
20,Matt Grayhack,F,"6' 5""",NA,FR,NA
21,Alberto Estwick,G,"6' 5""",NA,JR,NA
22,Rayner Moquete,G,"6' 1""",NA,SO,NA
23,Marvin Dominique,F,"6' 7""",NA,FR,NA
24,Brenton Butler,G,"6' 2""",NA,SR,NA
30,Bernard Gifford,G,"6' 2""",NA,SO,NA
32,Jacob Green,F,"6' 9""",NA,SR,NA
33,Chris Gaston,F,"6' 7""",NA,SO,NA
35,Khalid Robinson,,"6' 3""",NA,FR,NA
55,Kervin Bristol,F,"6' 10""",NA,JR,NA
NA,Brian Freeman,,NA,NA,,NA
