number,name,position,height,weight,class,hometown
2,Steven Pledger,G,"6' 4""",NA,SO,NA
3,T.J. Franklin,G,"5' 11""",NA,JR,NA
4,Andrew Fitzgerald,F,"6' 8""",NA,SO,NA
5,C.J. Washington,F,"6' 7""",NA,JR,NA
11,Calvin Newell,G,"6' 1""",NA,FR,NA
12,Abdul Ahmed,F,"6' 10""",NA,FR,NA
14,Carl Blair,G,"6' 2""",NA,SO,NA
15,Tyler Neal,F,"6' 7""",NA,FR,NA
21,Cameron Clark,G,"6' 6""",NA,FR,NA
25,Kyle Hardrick,F,"6' 8""",NA,SO,NA
31,Barry HonorĂŠ,F,"6' 7""",NA,JR,NA
34,Cade Davis,G,"6' 5""",NA,SR,NA
55,Nick Thompson,F,"6' 9""",NA,JR,NA
NA,Barry HonorĂŠ,F,NA,NA,,NA
NA,Barry HonorĂŠ,,NA,NA,,NA
