game_id,date,opponent,location,team_score,opp_score,record
313162363,2011-11-12,Manhattan,A,48,62,0-1 (0-0)
313182885,2011-11-14,Penn State Abington,H,113,61,1-1 (0-0)
313210113,2011-11-17,UMass,A,58,79,1-2 (0-0)
313242885,2011-11-20,Polytechnic,H,78,28,2-2 (0-0)
313302885,2011-11-26,St. Francis BKN,H,60,79,2-3 (0-0)
313340349,2011-11-30,Army,A,54,53,3-3 (0-0)
313370046,2011-12-03,Georgetown,A,44,84,3-4 (0-0)
313402550,2011-12-06,Seton Hall,A,48,78,3-5 (0-0)
313462885,2011-12-12,St. Joseph's NY-Brooklyn,H,78,50,4-5 (0-0)
313560164,2011-12-22,Rutgers,A,53,77,4-6 (0-0)
313622885,2011-12-28,Fairleigh Dickinson,H,66,53,5-6 (0-0)
313642341,2011-12-30,LIU Brooklyn,A,74,84,5-7 (0-0)
320022885,2012-01-02,Lafayette,H,78,58,6-7 (0-0)
320072344,2012-01-07,Longwood,A,70,85,6-8 (0-0)
320102934,2012-01-10,CSU Bakersfield,A,70,71,6-9 (0-0)
320142885,2012-01-14,SUNY-Cobleskill,H,95,57,7-9 (0-0)
320192885,2012-01-19,Houston Baptist,H,85,62,8-9 (1-0)
320212885,2012-01-21,UT Rio Grande Valley,H,58,57,9-9 (2-0)
320260155,2012-01-26,North Dakota,A,63,80,9-10 (2-1)
320283084,2012-01-28,Utah Valley,A,58,81,9-11 (2-2)
320322885,2012-02-01,Colgate,H,73,76,9-12 (2-2)
320352885,2012-02-04,Chicago State,A,73,64,10-12 (3-2)
320402885,2012-02-09,Utah Valley,H,97,99,10-13 (3-3)
320422885,2012-02-11,North Dakota,H,72,57,11-13 (4-3)
320470292,2012-02-16,UT Rio Grande Valley,A,67,75,11-14 (4-4)
320492277,2012-02-18,Houston Baptist,A,68,75,11-15 (4-5)
320532885,2012-02-22,CSU Bakersfield,H,70,72,11-16 (4-5)
320562885,2012-02-25,Longwood,H,94,51,12-16 (4-5)
320632885,2012-03-03,Chicago State,H,58,50,13-16 (5-5)
320682885,2012-03-08,Houston Baptist,N,65,64,14-16 (5-5)
320693084,2012-03-09,Utah Valley,N,88,78,15-16 (5-5)
320700155,2012-03-10,North Dakota,N,60,75,15-17 (5-5)
